Reference code,Latitude,Longitude,"Date ""Before Present""",Standard error,Chronocultural attribution,Associated materials,Country,Site name,Associated publications,Clear LSA,Associated Lithics
UTC-13256,-0.9,10.8833,1738,48,Ancient Iron Age,"Ceramics, Pit Features, Noix de palme",Gabon,Mimongo,"2007 - Prospection archéologique dans le sud du Gabon - Nyame Akuma, 67: 26-35.",NA,NA
UTC-13255,-0.9,10.8833,1784,42,Ancient Iron Age,"Ceramics, Pit Features, Noix de palme",Gabon,Mimongo,"2007 - Prospection archéologique dans le sud du Gabon - Nyame Akuma, 67: 26-35.",NA,NA
KI-2885,1,17.1833,1800,90,Ancient Iron Age,"Ceramics, Pit Features, Palm Nuts, ",Cameroon,Munda,"1992 - The central african rain forest : historical speculations and archaeological facts - World Archaeology, 24, 1: 1-24.",NA,NA
KI-2886,1,17.1833,1910,80,Ancient Iron Age,"Ceramics, Pit Features, Palm Nuts, ",Congo,Munda,"1992 - The central african rain forest : historical speculations and archaeological facts - World Archaeology, 24, 1: 1-24.",NA,NA
KI-2881,1,17.1833,1990,45,Ancient Iron Age,"Ceramics, Pit Features, Palm Nuts, ",Congo,Munda,"1992 - The central african rain forest : historical speculations and archaeological facts - World Archaeology, 24, 1: 1-24.",NA,NA
KI-2887,1,17.1833,2020,180,Ancient Iron Age,"Ceramics, Pit Features, Palm Nuts, ",Congo,Munda,"1992 - The central african rain forest : historical speculations and archaeological facts - World Archaeology, 24, 1: 1-24.",NA,NA
Beta-182560,3.8098,11.3804,2170,70,Ancient Iron Age,"Ceramics, Pit Features, Palm Nuts, ",Cameroon,Zoatoupsi (Eca 236),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193.",NA,NA
Beta-182557,3.7406,11.3733,1590,60,Ancient Iron Age,"Ceramics, Pit Features, Palm Nuts, Coal",Cameroon,Binguela 2 (Eca 228),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193.",NA,NA
Beta-182559,3.7406,11.3733,1630,70,Ancient Iron Age,"Ceramics, Pit Features, Palm Nuts, Coal",Cameroon,Binguela 2 (Eca 228),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193.",NA,NA
Gif-10103,-0.1278,11.5889,1950,40,Ancient Iron Age,"Ceramics, Pit Features, Palm Nuts, Coal",Gabon,Okanda 6,"2001 - Archéologie du peuplement Holocène de la réserve de faune de la Lopé - Gabon, Thèse de Doctorat, Université Libre de Bruxelles.",NA,NA
Oxa-7604,-0.1278,11.5889,2160,35,Ancient Iron Age,"Ceramics, Pit Features, Palm Nuts, Coal",Gabon,Okanda 6,"2001 - Archéologie du peuplement Holocène de la réserve de faune de la Lopé - Gabon, Thèse de Doctorat, Université Libre de Bruxelles.",NA,NA
Tx-6256,-4.6833,11.9167,2280,70,Neolithic,"Ceramics, Pit Features, Palm Nuts, Coal",Congo,Tchissanga,"2006 - Pits, graves, and grains : archaeological and archaeobotanical research in southern Cameroon - Journal of African Archaeology, 4, 2: 273-298.",NA,NA
Hv-10582,3.8167,11.5,2900,110,Neolithic / Ancient Iron Age,"Ceramics, Pit Features, Palm Nuts, Coal",Cameroon,Obobogo,"1992 - Sédentarisation, agriculture et métallurgie du Sud-Cameroun: synthèse des recherches depuis 1978 - In: Essomba J.-M. Ed. ''L'archéologie au Cameroun : Actes du premier colloque international de Yaoundé (6-9 janvier 1986)'' Karthala, p. 247-162",NA,NA
Arc-530,-0.0667,11.1167,2390,65,Neolithic,"Ceramics, Polished axes, Antellope bones, Coal",Gabon,Otoumbi 13,"1993 - Préhistoire de la moyenne vallée de l'Ogooué (Gabon) - TDM, 96, Paris éd. De l'ORSTOM.",NA,NA
Gif-8153,0.6431,9.4108,810,30,Recent Iron Age,"Ceramics, Sea shells, Coquilles : Tympanotonus fiscatus",Gabon,Bolokoboué,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Français Saint-Exupery, éd. Sépia.",NA,NA
Arc-343,0.4833,9.5167,1900,50, Ancient Iron Age,"Ceramics, Shells, Ossements de poissons, Coquilles : Anadara senilis",Gabon,Oveng 1,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Français Saint-Exupery, éd. Sépia.",NA,NA
Hv-13430,0.45,9.4653,565,50,Recent Iron Age,"Ceramics, Shellsde mangroves, Coquilles de mangroves",Gabon,Charbonnages Butte 56 ( Bolokoboué ),"2005 - Des premiers villages aux premiers européens autour de l'estuaire du Gabon. Quatre millénaire d'interactions entre l'homme et son milieu. - Thèse de Doctorat, Université Libre de Bruxelles.",NA,NA
Lv-1945,3.3628,11.5072,2310,90,Neolithic / Ancient Iron Age,"Ceramics, Wild animals, Lithics, Pit Features, Palm Nuts, Coal",Cameroon,Nkang,"1992 - Ndindan: archaeological synthesis of a site dating back to three millenia ago in Yaounde (Cameroon) - L'Anthropologie,106: 159-172.",NA,NA
B-264,-8.11,26.26,1070,200,Recent Iron Age,"Ceramics,Iron Metallurgy, ",DRC,Sanga,"1977 - Sanga: New Excavations, More Data, and Some Related Problems - The Journal of African History, Vol. 18, 3: 321-337",NA,NA
Gif-5698,-1.028,15.359,2660,100,LSA,Charcoal wood,ROC,Boundji,1985 - Les datations radiométriques du quaternaire de la République populaire du Congo,1,0
Gif-5220,-1.333,15.533,2960,100,LSA,Charcoal wood,ROC,Abala,1985 - Les datations radiométriques du quaternaire de la République populaire du Congo,1,0
Beta-59106,1.34,28.51,3020,100,LSA,Charcoal wood,DRC,Ituri,"1996 - The ecological basis of hunter-gatherer subsistence in African rain forests: The Mbuti of eastern Zaire. Human Ecology, 14 (1986), pp. 29-55",1,0
Gif-5696,-1.833,15.833,3190,100,LSA,Charcoal wood,ROC,Gamboma,1985 - Les datations radiométriques du quaternaire de la République populaire du Congo,1,0
Gif-6427,-1.7,13.63,3250,80,LSA,Charcoal wood,Gabon,Plateau de Mpassa,2005 - Des premiers villages aux premiers européens autour de l'estuaire du Gabon : quatre millénaires d'interactions entre l'homme et son milieu,1,0
Gif-4545,-2.917,14.633,3660,100,LSA,Charcoal wood,ROC,Mouambe,1985 - Les datations radiométriques du quaternaire de la République populaire du Congo,1,0
L-349A,-1.695,29.257,12450,350,LSA,Charcoal wood,Rwanda,Gisenyi,"1982 - The archaeology of Central Africa. Graz: Akademische Druck- u. Verlagsanstalt, 1982. 100 pp., 40 figs., 32 pls. (8 in colour).",1,0
L-349B,-1.601,29.028,14000,600,LSA,Charcoal wood,DRC,Kirotshe,"1982 - The archaeology of Central Africa. Graz: Akademische Druck- u. Verlagsanstalt, 1982. 100 pp., 40 figs., 32 pls. (8 in colour).",1,0
Gif-5701,-1.117,15.95,31000,2200,MSA,Charcoal wood,ROC,Oyo,1985 - Les datations radiométriques du quaternaire de la République populaire du Congo,0,0
Gif-5218,-0.5,15.917,33800,800,MSA,Charcoal wood,ROC,Owando,1985 - Les datations radiométriques du quaternaire de la République populaire du Congo,0,0
Hv-10580,3.8167,11.5,2055,70,Ancient Iron Age,"Ciment, Glass, Coal",Cameroon,Obobogo,"1992 - Sédentarisation, agriculture et métallurgie du Sud-Cameroun: synthèse des recherches depuis 1978 - In: Essomba J.-M. Ed. ''L'archéologie au Cameroun : Actes du premier colloque international de Yaoundé (6-9 janvier 1986)'' Karthala, p. 247-162.",NA,NA
Beta-15057,1.3858,11.6397,3390,70,Ancient Iron Age,"Coal Iron Metallurgy Tuyères, Coal",Gabon,Koualessis,"2005 - Des premiers villages aux premiers européens autour de l'estuaire du Gabon. Quatre millénaire d'interactions entre l'homme et son milieu. - Thèse de Doctorat, Université Libre de Bruxelles",NA,NA
Gif-8162,-3.3333,15.4667,80,30,Recent Iron Age,"Coal Iron Metallurgy, ",Congo,Mah 2,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
OBDY-1114,6.1333,15.3333,60,30,Recent Iron Age,"Coal Iron Metallurgy, Coal",CAR,"Ndio, Site 75","1993 - La question des datations des mégalithes de Centrafrique : nouvelles perspectives - In: Barreteau D., Von Graffenried C., eds, ORSTOM, Paris, 51-75.",NA,NA
Gif-7130,-0.0675,11.0917,2400,50,Ancient Iron Age,"Coal Iron Metallurgy, Coal",Gabon,Otoumbi 2,"1993 - Préhistoire de la moyenne vallée de l'Ogooué (Gabon) - TDM, 96, Paris éd. De l'ORSTOM.",NA,NA
Beta-14828,0.5,9.3833,5950,70,LSA,Coal Lithics,Gabon,Sablieres,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Fran√ßais Saint-Exupery, ed. Sepia",1,1
Gif-6907,0.5,9.3833,6450,80,LSA,Coal Lithics,Gabon,Sablieres,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Fran√ßais Saint-Exupery, ed. Sepia.",1,1
Beta-29774,-2.2333,11.3333,7180,220,LSA,Coal Lithics,Gabon,Lac Noir De Ndende,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Fran√ßais Saint-Exupery, ed. Sepia",1,1
Beta-16742,-0.2186,11.5875,7670,80,LSA,Coal Stones taill√©es,Gabon,Lope 2,"1993 - Prehistoire de la moyenne vallee de l'Ogooue (Gabon) - TDM, 96, Paris ed. De l'ORSTOM",1,1
BM-2425,6.0502,10.2035,4180,160,Neolithic,"Coal, ",Cameroon,Mbi Crater,"1998 - Ten years of archaeological research in the Bamenda Grassfields - in: Delneuf M., Essomba J.-M., Froment A. (ed.), Paléo-anthropologie en Afrique centrale. Un bilan de l'archéologie au Cameroun, L'Harmattan, Paris, 193-202",NA,NA
Gif-7775,-0.18,11.36,1730,60,Ancient Iron Age,"Coal, Coal",Gabon,Mingoué 5,"1993 - Préhistoire de la moyenne vallée de l'Ogooué (Gabon) - TDM, 96, Paris éd. De l'ORSTOM.",NA,NA
Beta-16943,-0.875,9.15,2290,90,Ancient Iron Age,"Coal, Coal",Gabon,Mbilapé 2,"2005 - Des premiers villages aux premiers européens autour de l'estuaire du Gabon. Quatre millénaire d'interactions entre l'homme et son milieu. - Thèse de Doctorat, Université Libre de Bruxelles.",NA,NA
Gif-A99340,-0.2083,11.5944,2390,79,Ancient Iron Age,"Coal, Coal",Gabon,Lopé 6,"2005 - Des premiers villages aux premiers européens autour de l'estuaire du Gabon. Quatre millénaire d'interactions entre l'homme et son milieu. - Thèse de Doctorat, Université Libre de Bruxelles.",NA,NA
Beta-74284,0.5056,9.4167,10030,60,Ancient Iron Age,"Coal, Coal",Gabon,Agondjé,"2005 - Des premiers villages aux premiers européens autour de l'estuaire du Gabon. Quatre millénaire d'interactions entre l'homme et son milieu. - Thèse de Doctorat, Université Libre de Bruxelles.",NA,NA
Gif-8161,-3.85,15.65,110,80,Recent Iron Age,"Coal, Iron Metallurgy, ",Congo,Ingamfini 2,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
Gif-8156,-3.8781,14.8842,130,50,Recent Iron Age,"Coal, Iron Metallurgy, ",Congo,Masamasa 1,"1990 - Paysages quaternaires de l'Afrique centrale atlantique - ORSTOM ed., Paris.",NA,NA
Gif-9396,-2.4167,14.5833,180,50,Recent Iron Age,"Coal, Iron Metallurgy, ",Congo,Ngoulonkila 2,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
Gif-6502,-2.2333,12.7833,200,100,Recent Iron Age,"Coal, Iron Metallurgy, ",Congo,Konga,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
Gif-9403,-3.5833,15.25,270,60,Recent Iron Age,"Coal, Iron Metallurgy, ",Congo,Oka,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
Lv-1534,-3.8728,13.7497,280,60,Recent Iron Age,"Coal, Iron Metallurgy, ",Congo,Moubiri,"1990 - Paysages quaternaires de l'Afrique centrale atlantique - ORSTOM ed., Paris.",NA,NA
Gif-8160,-3.0333,15.3333,300,90,Recent Iron Age,"Coal, Iron Metallurgy, ",Congo,Inoni,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
Gif-8163,-3.4667,15.3333,410,50,Recent Iron Age,"Coal, Iron Metallurgy, ",Congo,Ingolo,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
Gif-8606,-2.5167,15.25,470,40,Recent Iron Age,"Coal, Iron Metallurgy, ",Congo,Ossa,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
Gif-9394,-3.45,15.7,500,50,Recent Iron Age,"Coal, Iron Metallurgy, ",Congo,Imbama,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
CRG-862,-4.25,14.4167,570,50,Recent Iron Age,"Coal, Iron Metallurgy, ",Congo,Tsabouka,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
LV-1532,-3.8728,13.7497,610,90,Recent Iron Age,"Coal, Iron Metallurgy, ",Congo,Moubiri,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
Gif-5986,-4.3092,14.2666,660,80,Recent Iron Age,"Coal, Iron Metallurgy, ",Congo,Mpassa Ferme,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
Gif-7437,-3.6333,15.2167,670,50,Recent Iron Age,"Coal, Iron Metallurgy, ",Congo,Itebe,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
LV-1531,-3.8728,13.7497,690,50,Recent Iron Age,"Coal, Iron Metallurgy, ",Congo,Moubiri,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
CRG-865,-4.25,14.4167,750,70,Recent Iron Age,"Coal, Iron Metallurgy, ",Congo,Tsabouka,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
Gif-8154,-2.7,15.2833,860,40,Recent Iron Age,"Coal, Iron Metallurgy, ",Congo,Impe,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
LV-1533,-3.8728,13.7497,860,50,Recent Iron Age,"Coal, Iron Metallurgy, ",Congo,Moubiri,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
Gif-8970,-2.3167,14.5333,870,40,Recent Iron Age,"Coal, Iron Metallurgy, ",Congo,Kankouara 1,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
Gif-8155,-3.0167,15.6667,880,50,Recent Iron Age,"Coal, Iron Metallurgy, ",Congo,Inoni Falaise,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
Gif-9395,-3.1667,16.05,900,40,Recent Iron Age,"Coal, Iron Metallurgy, ",Congo,Okieni,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
Gif-8159,-2.4333,14.5833,960,30,Recent Iron Age,"Coal, Iron Metallurgy, ",Congo,Ngoulonkila,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
Gif-8607,-3.3443,15.4858,960,60,Recent Iron Age,"Coal, Iron Metallurgy, ",Congo,Mah 1,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
Gif-7436,-3.355,15.1035,1120,50,Recent Iron Age,"Coal, Iron Metallurgy, ",Congo,Ntsimou,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
Gif-8605,-3.8833,15.6667,1260,90,Ancient Iron Age,"Coal, Iron Metallurgy, ",Congo,Ingamfini 1,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
Gif-9397,-3.8833,14.8833,1350,40,Ancient Iron Age,"Coal, Iron Metallurgy, ",Congo,Masamasa 1,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
Gif-5796,-2.3875,14.4514,1460,90,Ancient Iron Age,"Coal, Iron Metallurgy, ",Congo,Nzabi,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
Gif-8969,-2.3333,14.5833,1650,40,Ancient Iron Age,"Coal, Iron Metallurgy, ",Congo,Lékana,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
Gif-7434,-1.3667,15.45,1720,60,Ancient Iron Age,"Coal, Iron Metallurgy, ",Congo,Obélango,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
Beta-182536,7.0943,14.7447,1770,80,Ancient Iron Age,"Coal, Iron Metallurgy, ",Cameroon,Djaoro Mbama (Eca 047),"2010 - De Komé à Kribi. Archéologie préventive le long de l’oléoduc Tchad-Cameroun, 1999-2004 - Journal of African Archaeology Monograph Serie, vol. 5, Frankfurt : Africa Magna Verlag.",NA,NA
Gif-8609,-4.5167,14.6,1910,50,Ancient Iron Age,"Coal, Iron Metallurgy, ",Congo,Loukoko 1,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
Beta-182535,7.0943,14.7447,2010,60,Ancient Iron Age,"Coal, Iron Metallurgy, ",Cameroon,Djaoro Mbama (Eca 047),"2010 - De Komé à Kribi. Archéologie préventive le long de l’oléoduc Tchad-Cameroun, 1999-2004 - Journal of African Archaeology Monograph Serie, vol. 5, Frankfurt : Africa Magna Verlag.",NA,NA
Arc-373,-4.1833,12.2833,2110,60, Ancient Iron Age,"Coal, Iron Metallurgy, ",Congo,Les Saras,"1990 - Un site de fonte du fer récent (300 bp) et original dans le Mayombe congolais : Ganda-Kimpese - Nsi, 8/9: 33-40.",NA,NA
Ly-9350,5.5,12,150,30,Recent Iron Age,"Coal, Iron Metallurgy, Coal",Cameroon,Ngweu,"2003 - Occupations humaines anciennes et dynamique forestière : approche croisée en plaine Tikar - In: Froment A., Guffroy J. (ed.) Peuplements anciens et actuels de des forêts tropicales IRD Editions, p 127-156.",NA,NA
Gif-6677,-1.9847,11.0333,1010,200,Recent Iron Age,"Coal, Iron Metallurgy, Coal",Gabon,Mouila 2,"1985 - Recherches archéologiques récentes au Gabon: 1982-1985 - Nyame Akuma, 26, 14-16.",NA,NA
Ly-9348,5.5,12,1470,30,Ancient Iron Age,"Coal, Iron Metallurgy, Coal",Cameroon,Mbirijom 1,"2003 - Occupations humaines anciennes et dynamique forestière : approche croisée en plaine Tikar - In: Froment A., Guffroy J. (ed.) Peuplements anciens et actuels de des forêts tropicales IRD Editions, p 127-156.",NA,NA
